,Age,Gender,Stream,Internships,CGPA,Hostel,HistoryOfBacklogs,PlacedOrNot
1068,22,Male,Information Technology,1,7.0,No,No,0
1069,21,Male,Mechanical,1,8.0,Yes,Yes,1
1070,21,Male,Mechanical,0,9.0,Yes,Yes,1
1071,22,Male,Information Technology,0,7.0,No,No,0
1072,21,Male,Information Technology,0,8.0,No,No,1
1073,22,Male,Civil,0,8.0,No,No,1
1074,21,Male,Mechanical,0,8.0,Yes,No,1
1075,22,Female,Computer Science,0,9.0,Yes,Yes,1
1076,22,Female,Information Technology,1,8.0,Yes,No,1
1077,21,Male,Mechanical,0,7.0,Yes,No,0
1078,21,Male,Electrical,0,7.0,No,No,0
1079,22,Male,Mechanical,0,9.0,Yes,No,1
1080,22,Male,Information Technology,1,7.0,No,No,0
1081,22,Male,Mechanical,2,9.0,Yes,No,1
1082,21,Male,Electrical,0,8.0,Yes,No,1
1083,21,Male,Information Technology,1,8.0,No,No,1
1084,22,Male,Information Technology,1,9.0,No,No,1
1085,22,Female,Computer Science,0,9.0,Yes,No,1
1086,21,Male,Civil,1,9.0,No,No,1
1087,22,Female,Information Technology,2,8.0,No,No,1
1088,21,Male,Information Technology,1,9.0,No,No,1
1089,22,Male,Civil,0,9.0,No,Yes,1
1090,21,Male,Electrical,0,8.0,No,No,1
1091,22,Male,Computer Science,1,9.0,No,No,1
1092,22,Male,Electrical,0,8.0,No,No,1
1093,21,Male,Electronics And Communication,1,8.0,No,No,1
1094,21,Male,Electrical,0,8.0,No,No,1
1095,21,Male,Civil,0,9.0,No,Yes,1
1096,21,Male,Computer Science,1,9.0,No,No,1
1097,21,Male,Civil,0,9.0,No,No,1
1098,21,Female,Information Technology,1,8.0,No,No,1
1099,21,Male,Civil,1,7.0,No,No,0
1100,21,Male,Computer Science,1,9.0,No,No,1
1101,22,Male,Electronics And Communication,0,9.0,No,No,1
1102,22,Male,Electronics And Communication,1,7.0,Yes,Yes,0
1103,21,Female,Electrical,1,8.0,No,No,1
1104,21,Male,Information Technology,1,8.0,Yes,No,1
1105,22,Male,Information Technology,1,8.0,No,No,1
1106,22,Female,Electrical,1,7.0,No,Yes,0
1107,21,Male,Computer Science,1,7.0,No,No,0
1108,22,Male,Computer Science,1,9.0,No,No,1
1109,21,Male,Computer Science,2,9.0,No,No,1
1110,22,Female,Computer Science,0,9.0,Yes,Yes,1
1111,21,Male,Information Technology,0,7.0,No,No,1
1112,22,Male,Mechanical,0,8.0,Yes,No,1
1113,22,Male,Computer Science,2,8.0,No,No,1
1114,21,Male,Electronics And Communication,0,8.0,No,No,1
1115,21,Male,Mechanical,1,9.0,Yes,No,1
1116,22,Female,Information Technology,1,9.0,No,No,1
1117,21,Male,Mechanical,0,9.0,Yes,No,1
1118,21,Male,Civil,0,9.0,No,No,1
1119,21,Male,Civil,0,7.0,No,No,0
1120,21,Male,Information Technology,0,9.0,No,No,1
1121,21,Male,Information Technology,0,9.0,No,No,1
1122,21,Male,Mechanical,1,7.0,Yes,No,0
1123,21,Male,Electronics And Communication,1,8.0,Yes,Yes,1
1124,21,Male,Mechanical,1,9.0,Yes,No,1
1125,22,Male,Computer Science,1,8.0,Yes,No,1
1126,22,Male,Computer Science,1,8.0,No,Yes,1
1127,22,Male,Information Technology,1,9.0,No,No,1
1128,22,Male,Electronics And Communication,0,7.0,No,No,0
1129,21,Female,Electronics And Communication,1,7.0,No,No,1
1130,21,Male,Electronics And Communication,1,8.0,Yes,Yes,1
1131,22,Male,Mechanical,0,9.0,Yes,No,1
1132,22,Male,Computer Science,1,9.0,No,No,1
1133,22,Male,Mechanical,0,7.0,Yes,No,0
1134,21,Male,Information Technology,0,7.0,No,No,1
1135,22,Male,Mechanical,1,9.0,Yes,No,1
1136,22,Male,Electrical,0,9.0,No,No,1
1137,21,Male,Computer Science,2,9.0,No,Yes,1
1138,22,Male,Mechanical,0,9.0,Yes,Yes,1
1139,21,Male,Information Technology,2,9.0,No,No,1
1140,21,Male,Mechanical,1,7.0,Yes,No,0
1141,21,Male,Electrical,1,7.0,No,No,1
1142,22,Male,Information Technology,0,9.0,No,No,1
1143,22,Female,Mechanical,1,7.0,Yes,No,0
1144,22,Male,Civil,0,7.0,No,No,0
1145,21,Female,Electronics And Communication,1,8.0,No,No,1
1146,22,Female,Information Technology,0,9.0,No,No,1
1147,22,Male,Mechanical,0,9.0,Yes,No,1
1148,22,Male,Mechanical,0,8.0,Yes,No,1
1149,21,Male,Computer Science,0,9.0,No,No,1
1150,21,Male,Information Technology,1,7.0,Yes,No,0
1151,21,Male,Electrical,2,8.0,No,Yes,1
1152,21,Male,Computer Science,1,9.0,No,No,1
1153,22,Male,Electrical,1,9.0,No,No,1
1154,22,Male,Information Technology,0,7.0,No,No,1
1155,22,Female,Information Technology,1,9.0,Yes,No,1
1156,21,Male,Mechanical,1,8.0,Yes,No,1
1157,22,Female,Computer Science,0,8.0,Yes,No,1
1158,21,Male,Civil,0,7.0,No,No,0
1159,21,Male,Computer Science,0,7.0,No,Yes,0
1160,22,Male,Information Technology,0,7.0,No,Yes,0
1161,21,Male,Computer Science,0,9.0,No,No,1
1162,21,Male,Mechanical,0,9.0,Yes,Yes,1
1163,22,Male,Mechanical,2,9.0,No,No,1
1164,21,Male,Civil,2,8.0,No,No,1
1165,21,Male,Electrical,0,8.0,No,No,1
1166,21,Female,Electrical,1,8.0,Yes,Yes,1
1167,22,Male,Electronics And Communication,1,7.0,No,No,0
1168,22,Female,Electronics And Communication,1,8.0,Yes,Yes,1
1169,21,Male,Computer Science,1,8.0,No,No,1
1170,22,Male,Computer Science,0,7.0,No,Yes,0
1171,22,Male,Computer Science,0,9.0,No,No,1
1172,21,Male,Electrical,0,8.0,No,No,1
1173,21,Female,Electrical,1,8.0,No,No,1
1174,21,Male,Electronics And Communication,1,7.0,No,No,0
1175,22,Female,Mechanical,1,7.0,Yes,No,0
1176,22,Female,Computer Science,1,7.0,Yes,No,0
1177,21,Female,Mechanical,1,8.0,Yes,No,1
1178,21,Male,Electronics And Communication,0,8.0,No,No,1
1179,21,Female,Electronics And Communication,1,9.0,No,No,1
1180,21,Male,Electronics And Communication,0,9.0,No,No,1
1181,22,Male,Computer Science,1,8.0,No,No,1
1182,22,Male,Information Technology,0,7.0,No,No,0
1183,21,Male,Mechanical,0,9.0,Yes,No,1
1184,22,Male,Mechanical,0,8.0,Yes,No,1
1185,21,Male,Information Technology,0,8.0,No,No,1
1186,22,Male,Mechanical,0,7.0,Yes,No,0
1187,22,Male,Information Technology,1,8.0,No,No,1
1188,22,Male,Information Technology,0,8.0,No,No,1
1189,21,Female,Information Technology,0,8.0,No,No,1
1190,21,Male,Mechanical,0,7.0,No,No,0
1191,21,Male,Electronics And Communication,0,8.0,No,No,1
1192,22,Male,Computer Science,0,9.0,No,No,1
1193,22,Male,Civil,1,7.0,No,No,0
1194,22,Male,Mechanical,2,7.0,Yes,No,0
1195,21,Male,Computer Science,1,9.0,No,No,1
1196,21,Male,Information Technology,0,9.0,No,No,1
1197,22,Male,Civil,0,7.0,No,Yes,0
1198,21,Male,Information Technology,1,8.0,No,No,1
1199,21,Male,Electronics And Communication,0,8.0,No,No,1
1200,21,Male,Electrical,0,9.0,No,No,1
1201,21,Male,Electronics And Communication,0,8.0,No,No,1
1202,22,Male,Information Technology,1,9.0,Yes,No,1
1203,22,Male,Mechanical,0,9.0,Yes,No,1
1204,22,Male,Computer Science,0,7.0,No,No,0
1205,21,Male,Information Technology,1,8.0,Yes,Yes,1
1206,21,Male,Information Technology,0,7.0,No,No,0
1207,21,Male,Electrical,0,7.0,No,No,0
1208,22,Male,Computer Science,1,8.0,No,No,1
1209,21,Male,Electronics And Communication,0,9.0,No,No,1
1210,22,Male,Civil,1,6.0,No,No,0
1211,21,Female,Electrical,0,6.0,No,No,0
1212,22,Male,Computer Science,1,7.0,No,No,0
1213,21,Male,Mechanical,0,6.0,Yes,No,0
1214,21,Female,Information Technology,0,7.0,No,No,0
1215,22,Male,Computer Science,1,7.0,No,No,0
1216,21,Female,Information Technology,1,7.0,No,Yes,0
1217,22,Male,Electrical,0,6.0,No,No,0
1218,21,Male,Information Technology,0,7.0,No,No,0
1219,22,Male,Information Technology,0,7.0,No,No,0
1220,21,Male,Information Technology,0,7.0,No,Yes,0
1221,21,Female,Information Technology,1,7.0,No,No,0
1222,22,Male,Electronics And Communication,1,7.0,No,No,0
1223,22,Male,Electronics And Communication,1,6.0,No,Yes,0
1224,21,Male,Electrical,1,7.0,No,No,1
1225,22,Male,Information Technology,1,6.0,Yes,No,0
1226,21,Male,Computer Science,1,6.0,No,No,0
1227,21,Male,Information Technology,1,6.0,Yes,No,0
1228,21,Male,Information Technology,0,7.0,No,Yes,0
1229,22,Male,Information Technology,0,6.0,No,No,0
1230,21,Male,Electronics And Communication,0,7.0,No,No,1
1231,22,Female,Electrical,1,6.0,Yes,Yes,0
1232,21,Male,Computer Science,1,7.0,No,No,0
1233,21,Female,Information Technology,0,7.0,No,No,0
1234,21,Male,Electronics And Communication,1,6.0,No,Yes,0
1235,21,Female,Computer Science,1,6.0,Yes,No,0
1236,21,Male,Mechanical,0,7.0,Yes,No,0
1237,21,Male,Computer Science,1,8.0,No,No,1
1238,22,Female,Information Technology,0,8.0,No,No,1
1239,22,Female,Information Technology,1,8.0,No,No,1
1240,21,Male,Electronics And Communication,1,7.0,No,Yes,0
1241,21,Male,Information Technology,1,6.0,No,No,0
1242,21,Female,Information Technology,1,8.0,No,No,1
1243,22,Male,Mechanical,0,8.0,Yes,No,1
1244,22,Male,Mechanical,0,7.0,Yes,Yes,0
1245,22,Male,Information Technology,2,8.0,No,No,1
1246,22,Female,Computer Science,0,6.0,Yes,Yes,0
1247,21,Male,Information Technology,2,6.0,No,No,1
1248,22,Male,Electrical,0,8.0,No,Yes,1
1249,22,Male,Civil,1,7.0,No,No,0
1250,22,Female,Civil,1,6.0,No,Yes,0
1251,21,Male,Electronics And Communication,1,7.0,No,No,0
1252,22,Male,Mechanical,0,6.0,Yes,No,0
1253,22,Male,Civil,0,8.0,Yes,Yes,1
1254,22,Male,Civil,0,7.0,No,Yes,0
1255,21,Female,Computer Science,0,8.0,Yes,Yes,1
1256,22,Male,Information Technology,1,6.0,No,No,0
1257,22,Male,Mechanical,0,6.0,Yes,No,0
1258,21,Male,Computer Science,2,6.0,No,No,1
1259,22,Male,Information Technology,0,8.0,No,Yes,1
1260,22,Male,Civil,0,6.0,No,No,0
1261,22,Female,Mechanical,1,8.0,Yes,No,1
1262,21,Male,Civil,2,7.0,Yes,Yes,0
1263,21,Male,Mechanical,0,7.0,Yes,No,0
1264,21,Male,Information Technology,0,6.0,No,Yes,0
1265,21,Male,Mechanical,0,6.0,Yes,Yes,0
1266,22,Male,Information Technology,0,7.0,No,Yes,0
1267,22,Male,Electronics And Communication,1,8.0,No,No,1
1268,21,Male,Information Technology,2,8.0,No,No,1
1269,22,Male,Electronics And Communication,1,7.0,No,No,0
1270,22,Male,Computer Science,1,8.0,No,No,1
1271,22,Male,Computer Science,1,7.0,No,No,0
1272,21,Male,Electronics And Communication,0,8.0,No,Yes,1
1273,22,Male,Mechanical,0,8.0,Yes,No,1
1274,21,Male,Computer Science,0,7.0,No,Yes,0
1275,22,Male,Electronics And Communication,0,7.0,No,No,0
1276,21,Male,Electrical,0,8.0,No,No,1
1277,21,Female,Electronics And Communication,2,7.0,No,No,1
1278,21,Male,Electrical,0,7.0,No,No,0
1279,21,Male,Electrical,0,6.0,No,No,0
1280,22,Male,Computer Science,2,7.0,No,No,0
1281,22,Male,Information Technology,1,8.0,Yes,No,1
1282,21,Male,Electronics And Communication,0,7.0,No,No,0
1283,22,Male,Computer Science,0,6.0,No,No,0
1284,21,Male,Civil,2,8.0,No,No,1
1285,21,Male,Information Technology,1,6.0,No,No,0
1286,21,Female,Information Technology,0,6.0,No,No,0
1287,21,Male,Information Technology,0,7.0,No,Yes,0
1288,22,Male,Information Technology,1,6.0,No,No,0
1289,22,Female,Computer Science,1,6.0,Yes,No,0
1290,21,Male,Electrical,1,7.0,No,No,1
1291,21,Male,Computer Science,0,7.0,No,Yes,0
1292,22,Male,Information Technology,0,7.0,No,Yes,0
1293,21,Female,Computer Science,0,6.0,Yes,No,0
1294,22,Female,Electronics And Communication,0,8.0,No,No,1
1295,22,Male,Computer Science,1,6.0,No,No,0
1296,21,Male,Electrical,0,8.0,No,No,1
1297,21,Male,Information Technology,2,8.0,No,No,1
1298,22,Male,Computer Science,0,8.0,No,Yes,1
1299,22,Female,Electrical,1,8.0,No,No,1
1300,22,Female,Computer Science,0,6.0,Yes,No,0
1301,21,Male,Computer Science,1,6.0,No,No,0
1302,22,Male,Electronics And Communication,0,6.0,No,No,0
1303,21,Male,Electronics And Communication,1,6.0,No,No,0
1304,21,Male,Computer Science,0,7.0,No,No,0
1305,22,Male,Mechanical,0,6.0,Yes,No,0
1306,22,Male,Computer Science,1,8.0,No,No,1
1307,21,Male,Civil,0,8.0,Yes,No,1
1308,22,Male,Computer Science,1,8.0,No,No,1
1309,22,Male,Information Technology,0,7.0,No,No,0
1310,22,Male,Mechanical,1,7.0,Yes,Yes,0
1311,21,Male,Information Technology,1,6.0,No,No,0
1312,22,Male,Information Technology,2,8.0,No,No,1
1313,21,Male,Information Technology,1,8.0,No,No,1
1314,21,Male,Electrical,0,6.0,No,No,0
1315,22,Male,Information Technology,1,7.0,No,No,0
1316,21,Male,Information Technology,0,7.0,No,No,0
1317,21,Male,Electrical,0,8.0,No,No,1
1318,21,Male,Mechanical,0,7.0,Yes,No,0
1319,21,Male,Electronics And Communication,0,6.0,No,No,0
1320,22,Female,Information Technology,0,7.0,No,No,0
1321,22,Male,Mechanical,1,8.0,Yes,No,1
1322,21,Male,Electronics And Communication,1,6.0,No,No,0
1323,22,Male,Electronics And Communication,0,7.0,No,No,0
1324,21,Male,Computer Science,2,7.0,No,No,1
1325,22,Male,Electrical,0,6.0,No,No,0
1326,21,Male,Computer Science,0,6.0,No,No,0
1327,22,Male,Electronics And Communication,1,6.0,No,No,0
1328,22,Male,Information Technology,1,8.0,No,No,1
1329,22,Female,Civil,1,8.0,No,Yes,1
1330,21,Male,Information Technology,0,6.0,No,No,0
1331,22,Male,Civil,0,8.0,No,No,1
1332,22,Male,Electronics And Communication,1,6.0,No,No,0
1333,22,Female,Civil,1,6.0,No,No,0
1334,21,Male,Information Technology,0,8.0,No,No,1
1335,21,Male,Computer Science,1,7.0,No,No,0
1336,22,Male,Information Technology,1,8.0,Yes,No,1
1337,21,Male,Computer Science,0,7.0,No,No,0
1338,21,Male,Electrical,0,8.0,No,No,1
1339,21,Male,Information Technology,0,7.0,No,No,0
1340,21,Male,Electrical,2,8.0,No,Yes,1
1341,22,Female,Computer Science,1,6.0,Yes,No,0
1342,21,Female,Computer Science,1,7.0,Yes,No,0
1343,22,Male,Information Technology,1,8.0,No,No,1
1344,22,Male,Information Technology,1,6.0,No,No,1
1345,20,Female,Electrical,1,7.0,No,Yes,0
1346,21,Male,Computer Science,1,7.0,No,No,1
1347,23,Male,Electronics And Communication,0,7.0,No,No,0
1348,22,Female,Computer Science,1,8.0,Yes,No,1
1349,23,Male,Computer Science,1,7.0,No,No,1
1350,23,Male,Electrical,2,7.0,No,No,0
1351,22,Female,Computer Science,2,7.0,Yes,Yes,1
1352,22,Male,Information Technology,2,7.0,No,No,0
1353,22,Male,Information Technology,0,6.0,No,No,0
1354,23,Male,Mechanical,0,7.0,No,No,0
1355,22,Male,Electrical,1,7.0,No,No,0
1356,23,Male,Electronics And Communication,1,6.0,No,Yes,1
1357,23,Male,Electrical,0,8.0,No,Yes,1
1358,20,Male,Electrical,1,8.0,No,No,1
1359,20,Male,Computer Science,1,6.0,No,No,0
1360,22,Female,Electrical,1,7.0,No,No,0
1361,20,Male,Civil,1,6.0,No,No,0
1362,23,Male,Electronics And Communication,1,6.0,No,Yes,1
1363,23,Male,Mechanical,0,6.0,Yes,No,0
1364,22,Male,Computer Science,1,6.0,No,No,0
1365,22,Male,Mechanical,1,7.0,Yes,No,0
1366,23,Male,Computer Science,0,7.0,No,No,0
1367,22,Male,Computer Science,1,8.0,No,No,1
1368,20,Male,Computer Science,0,8.0,No,Yes,1
1369,20,Female,Computer Science,1,7.0,Yes,No,1
1370,21,Male,Electrical,0,7.0,No,No,1
1371,23,Male,Computer Science,1,7.0,No,No,0
1372,21,Female,Information Technology,1,8.0,No,No,1
1373,21,Male,Mechanical,0,6.0,Yes,No,0
1374,20,Male,Civil,0,8.0,No,No,1
1375,23,Female,Computer Science,0,7.0,Yes,Yes,0
1376,21,Male,Electronics And Communication,0,8.0,No,Yes,1
1377,21,Male,Electronics And Communication,1,6.0,No,No,0
1378,21,Male,Electrical,0,8.0,No,No,1
1379,22,Male,Computer Science,0,6.0,No,Yes,0
1380,20,Male,Computer Science,2,7.0,No,No,0
1381,21,Male,Computer Science,0,7.0,No,No,1
1382,20,Male,Information Technology,0,6.0,No,No,0
1383,23,Male,Information Technology,0,8.0,No,No,1
1384,22,Male,Computer Science,0,7.0,No,No,0
1385,21,Male,Information Technology,0,8.0,No,No,1
1386,21,Male,Mechanical,0,6.0,Yes,No,1
1387,23,Male,Electronics And Communication,1,6.0,No,No,0
1388,22,Male,Computer Science,0,7.0,No,No,1
1389,20,Male,Mechanical,0,6.0,Yes,Yes,0
1390,21,Male,Information Technology,0,8.0,No,Yes,1
1391,23,Male,Computer Science,2,7.0,No,Yes,1
1392,23,Male,Mechanical,1,7.0,Yes,No,1
1393,23,Male,Civil,0,8.0,No,No,1
1394,22,Male,Electronics And Communication,1,7.0,No,No,0
1395,21,Female,Computer Science,0,8.0,Yes,Yes,1
1396,22,Male,Computer Science,0,6.0,No,Yes,0
1397,22,Male,Electronics And Communication,0,6.0,No,No,1
1398,23,Male,Electrical,0,6.0,No,No,0
1399,20,Male,Computer Science,1,7.0,No,No,1
1400,22,Male,Computer Science,1,8.0,No,No,1
1401,20,Male,Electronics And Communication,0,8.0,No,No,1
1402,23,Male,Computer Science,1,7.0,No,No,0
1403,21,Male,Information Technology,1,7.0,No,No,1
1404,21,Male,Information Technology,0,8.0,No,No,1
1405,21,Male,Electrical,2,6.0,Yes,Yes,1
1406,20,Female,Information Technology,0,6.0,No,No,0
1407,23,Male,Computer Science,1,6.0,No,No,0
1408,20,Male,Civil,2,5.0,No,No,0
1409,21,Male,Mechanical,1,5.0,Yes,No,0
1410,23,Female,Information Technology,1,6.0,Yes,No,0
1411,22,Male,Civil,1,6.0,No,No,0
1412,23,Female,Computer Science,0,5.0,Yes,Yes,0
1413,23,Male,Information Technology,0,5.0,No,Yes,0
1414,23,Male,Information Technology,0,5.0,No,No,0
1415,22,Male,Civil,2,6.0,No,No,0
1416,22,Male,Civil,0,6.0,No,No,1
1417,20,Male,Computer Science,1,5.0,No,No,0
1418,20,Male,Computer Science,2,5.0,No,No,0
1419,21,Male,Information Technology,0,5.0,No,No,0
1420,23,Male,Electrical,1,6.0,No,Yes,0
1421,21,Female,Computer Science,0,7.0,Yes,No,1
1422,23,Female,Computer Science,1,7.0,Yes,No,1
1423,20,Male,Civil,1,6.0,Yes,No,1
1424,20,Male,Civil,0,7.0,Yes,Yes,0
1425,23,Male,Electronics And Communication,0,6.0,No,Yes,0
1426,20,Male,Mechanical,0,8.0,Yes,Yes,1
1427,23,Male,Information Technology,0,7.0,No,Yes,0
1428,22,Female,Information Technology,0,8.0,No,No,1
1429,23,Male,Information Technology,0,7.0,No,No,0
1430,21,Male,Information Technology,0,7.0,No,No,1
1431,23,Male,Computer Science,1,8.0,No,No,1
1432,21,Female,Electronics And Communication,1,7.0,No,No,0
1433,22,Male,Information Technology,2,7.0,Yes,No,0
1434,21,Female,Electronics And Communication,0,7.0,No,No,0
1435,23,Male,Electronics And Communication,2,8.0,No,No,1
1436,22,Male,Information Technology,0,7.0,No,No,1
1437,20,Male,Mechanical,1,8.0,No,No,1
1438,22,Male,Computer Science,1,8.0,No,No,1
1439,21,Male,Civil,0,8.0,No,No,1
1440,20,Male,Information Technology,1,7.0,No,No,1
1441,21,Male,Civil,0,8.0,Yes,No,1
1442,22,Male,Computer Science,1,8.0,No,Yes,1
1443,21,Male,Civil,0,7.0,No,No,1
1444,23,Male,Information Technology,1,8.0,No,No,1
1445,21,Male,Electrical,0,6.0,No,No,1
1446,20,Male,Mechanical,1,7.0,Yes,Yes,0
1447,20,Female,Computer Science,2,7.0,Yes,Yes,0
1448,23,Female,Electronics And Communication,0,6.0,No,No,0
1449,22,Male,Civil,0,6.0,No,No,0
1450,23,Male,Mechanical,1,8.0,Yes,No,1
1451,23,Male,Information Technology,0,7.0,No,Yes,1
1452,23,Male,Electrical,0,8.0,No,No,1
1453,20,Male,Civil,0,8.0,No,No,1
1454,20,Female,Electronics And Communication,0,8.0,No,No,1
1455,22,Male,Electronics And Communication,1,8.0,No,No,1
1456,20,Male,Civil,2,6.0,No,No,1
1457,23,Male,Electrical,0,7.0,No,No,1
1458,21,Male,Civil,0,7.0,No,No,0
1459,21,Male,Mechanical,0,8.0,Yes,Yes,1
1460,22,Male,Information Technology,1,7.0,No,No,1
1461,20,Male,Electrical,0,7.0,No,No,0
1462,22,Male,Mechanical,0,8.0,Yes,No,1
1463,23,Male,Information Technology,2,7.0,No,No,1
1464,21,Female,Information Technology,0,6.0,No,No,0
1465,22,Male,Electronics And Communication,1,8.0,No,No,1
1466,21,Male,Computer Science,0,6.0,No,Yes,1
1467,23,Female,Computer Science,1,7.0,Yes,No,0
1468,21,Male,Mechanical,0,7.0,Yes,No,0
1469,21,Male,Electronics And Communication,0,7.0,No,Yes,0
1470,20,Male,Information Technology,1,8.0,No,No,1
1471,21,Male,Information Technology,1,8.0,No,No,1
1472,22,Male,Computer Science,0,6.0,No,Yes,0
1473,20,Male,Electronics And Communication,0,7.0,No,No,0
1474,21,Male,Information Technology,1,6.0,Yes,No,0
1475,21,Male,Computer Science,0,6.0,No,Yes,0
1476,21,Male,Electronics And Communication,0,8.0,No,Yes,1
1477,21,Female,Computer Science,1,8.0,Yes,Yes,1
1478,21,Female,Electronics And Communication,0,8.0,No,No,1
1479,23,Female,Electronics And Communication,0,8.0,No,No,1
1480,21,Male,Civil,0,6.0,Yes,Yes,0
1481,23,Female,Mechanical,1,6.0,Yes,No,0
1482,23,Male,Electrical,0,8.0,No,No,1
1483,23,Male,Computer Science,1,8.0,No,No,1
1484,22,Male,Information Technology,1,8.0,No,Yes,1
1485,21,Male,Mechanical,0,6.0,Yes,No,0
1486,22,Male,Electronics And Communication,1,8.0,Yes,Yes,1
1487,20,Male,Mechanical,0,6.0,Yes,No,0
1488,20,Male,Computer Science,0,8.0,No,No,1
1489,21,Male,Electrical,0,6.0,No,No,0
1490,22,Male,Information Technology,0,6.0,No,No,0
1491,21,Male,Information Technology,0,7.0,No,No,0
1492,22,Male,Information Technology,0,6.0,No,No,0
1493,22,Male,Information Technology,1,6.0,No,No,0
1494,21,Male,Civil,0,7.0,Yes,Yes,0
1495,20,Male,Mechanical,0,7.0,Yes,No,0
1496,22,Male,Computer Science,0,6.0,No,No,0
1497,21,Male,Computer Science,0,6.0,No,No,0
1498,22,Male,Electronics And Communication,0,7.0,No,No,0
1499,23,Male,Electronics And Communication,0,6.0,No,No,0
1500,23,Female,Information Technology,1,5.0,No,No,0
1501,22,Female,Computer Science,1,5.0,Yes,No,0
1502,20,Female,Computer Science,0,5.0,Yes,Yes,0
1503,20,Male,Mechanical,0,5.0,Yes,No,0
1504,22,Male,Information Technology,1,6.0,No,No,0
1505,23,Female,Electronics And Communication,0,5.0,No,No,0
1506,22,Male,Mechanical,1,6.0,Yes,No,0
1507,21,Female,Mechanical,1,5.0,Yes,No,0
1508,22,Male,Mechanical,1,5.0,No,No,0
1509,23,Male,Mechanical,0,5.0,Yes,Yes,0
1510,23,Female,Civil,1,5.0,No,No,0
1511,22,Male,Electrical,0,5.0,No,No,0
1512,20,Male,Computer Science,1,5.0,No,No,0
1513,23,Male,Computer Science,1,5.0,No,No,0
1514,23,Male,Civil,0,5.0,No,No,0
1515,21,Female,Information Technology,0,6.0,No,No,0
1516,23,Male,Computer Science,0,6.0,No,No,1
1517,22,Male,Information Technology,1,5.0,No,No,0
1518,22,Male,Electrical,1,6.0,Yes,Yes,0
1519,21,Male,Information Technology,0,5.0,No,No,0
1520,21,Male,Electronics And Communication,0,6.0,No,No,0
1521,20,Male,Computer Science,0,5.0,No,No,0
1522,22,Male,Information Technology,0,6.0,No,No,0
1523,23,Female,Mechanical,1,5.0,Yes,No,0
1524,22,Male,Computer Science,2,6.0,No,No,1
1525,23,Male,Civil,1,6.0,No,Yes,0
1526,22,Male,Electrical,2,6.0,Yes,No,1
1527,21,Male,Mechanical,0,5.0,Yes,Yes,0
1528,21,Male,Electrical,0,6.0,No,No,0
1529,20,Male,Mechanical,1,5.0,Yes,No,0
1530,23,Male,Mechanical,0,5.0,Yes,No,0
1531,21,Male,Civil,0,5.0,No,Yes,0
1532,21,Male,Computer Science,1,6.0,No,Yes,0
1533,20,Male,Information Technology,0,6.0,No,No,0
1534,21,Male,Computer Science,2,5.0,No,No,0
1535,21,Male,Electronics And Communication,1,5.0,No,No,0
1536,22,Male,Electrical,1,6.0,No,Yes,0
1537,20,Male,Civil,0,6.0,No,Yes,0
1538,22,Male,Mechanical,0,6.0,Yes,No,0
1539,22,Male,Information Technology,0,6.0,No,No,0
1540,23,Male,Civil,1,6.0,No,Yes,0
1541,22,Male,Computer Science,0,6.0,No,No,0
1542,20,Male,Mechanical,0,6.0,Yes,Yes,0
1543,21,Male,Mechanical,1,5.0,Yes,No,0
1544,23,Male,Computer Science,0,5.0,No,Yes,0
1545,23,Female,Computer Science,1,5.0,Yes,No,0
1546,23,Male,Computer Science,1,6.0,No,No,0
1547,21,Male,Computer Science,1,6.0,No,No,0
1548,22,Male,Civil,0,5.0,Yes,No,0
1549,21,Male,Electronics And Communication,0,6.0,No,No,0
1550,22,Male,Electrical,1,6.0,Yes,Yes,0
1551,22,Male,Information Technology,0,5.0,No,No,0
1552,23,Male,Civil,1,6.0,No,No,0
1553,23,Male,Civil,0,6.0,No,Yes,0
1554,21,Male,Electrical,0,6.0,No,Yes,0
1555,21,Male,Computer Science,0,6.0,No,Yes,0
1556,23,Female,Computer Science,1,8.0,Yes,No,1
1557,21,Male,Electronics And Communication,2,7.0,No,No,1
1558,21,Female,Computer Science,0,7.0,Yes,No,0
1559,23,Male,Computer Science,1,7.0,No,No,0
1560,20,Male,Computer Science,1,6.0,No,No,0
1561,21,Male,Information Technology,1,6.0,No,No,0
1562,20,Male,Information Technology,0,8.0,No,No,1
1563,22,Female,Information Technology,1,6.0,No,No,0
1564,21,Female,Information Technology,1,6.0,No,No,0
1565,20,Male,Computer Science,1,8.0,No,No,1
1566,23,Male,Electrical,1,8.0,No,No,1
1567,22,Female,Electronics And Communication,1,7.0,Yes,No,0
1568,20,Male,Information Technology,1,6.0,No,No,0
1569,20,Male,Civil,0,7.0,No,No,0
1570,22,Male,Civil,0,8.0,Yes,No,1
1571,20,Female,Information Technology,1,6.0,No,No,0
1572,21,Male,Civil,0,8.0,Yes,No,1
1573,22,Male,Mechanical,0,8.0,No,No,1
1574,22,Male,Information Technology,1,8.0,Yes,No,1
1575,22,Female,Electronics And Communication,0,8.0,No,No,1
1576,22,Male,Information Technology,1,6.0,No,No,0
1577,23,Male,Information Technology,0,7.0,No,No,0
1578,23,Male,Electronics And Communication,1,6.0,No,Yes,0
1579,22,Female,Information Technology,1,6.0,No,No,0
1580,23,Male,Mechanical,1,6.0,Yes,No,0
1581,22,Male,Computer Science,0,6.0,No,Yes,0
1582,21,Female,Computer Science,0,7.0,Yes,No,0
